"region","site","block","plot","net","water","fruits","buds_notincl","flowers_incl","damage","exclude_net_off","blocksite","MAT_hist","Tfal_hist","Twin_hist","Tspr_hist","Tsum_hist","MAP_hist","PPT_at_hist","PPT_wt_hist","PPT_sp_hist","PPT_sm_hist","MAT_exp","Tfal_exp","Twin_exp","Tspr_exp","Tsum_exp","MAP_exp","PPT_at_exp","PPT_wt_exp","PPT_sp_exp","PPT_sm_exp","plants_transect","plants_plot_siteavg","flower_plant_siteavg","flower_plant_control_siteavg","flower_density_plots_siteavg","flower_density_transects_siteavg","plant_count_plot","plant_size_plot","flowers_plant_control","fruits_per_plot","avgseedsplot","totalseeds"
"Center","Abel's Ridge","1","W","no","yes",3,NA,NA,"","","Abel's Ridge 1",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,8,3.42857142857143,2.36842105263158,18.9473684210526,29.25,88
"Center","Abel's Ridge","1","W","no","yes",4,NA,NA,"","","Abel's Ridge 1",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,8,3.42857142857143,2.36842105263158,18.9473684210526,29.25,117
"Center","Abel's Ridge","1","W","no","yes",10,NA,NA,"","","Abel's Ridge 1",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,8,3.42857142857143,2.36842105263158,18.9473684210526,29.25,292
"Center","Abel's Ridge","2","C","no","no",4,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,4,4,2.36842105263158,9.47368421052632,42,168
"Center","Abel's Ridge","2","PW","yes","yes",1,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,5,2.6,2.36842105263158,11.8421052631579,0.75,1
"Center","Abel's Ridge","2","PW","yes","yes",1,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,5,2.6,2.36842105263158,11.8421052631579,0.75,1
"Center","Abel's Ridge","2","PW","yes","yes",2,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,5,2.6,2.36842105263158,11.8421052631579,0.75,2
"Center","Abel's Ridge","2","PW","yes","yes",2,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,5,2.6,2.36842105263158,11.8421052631579,0.75,2
"Center","Abel's Ridge","2","PW","yes","yes",7,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,5,2.6,2.36842105263158,11.8421052631579,0.75,5
"Center","Abel's Ridge","2","W","no","yes",1,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,17
"Center","Abel's Ridge","2","W","no","yes",2,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,34
"Center","Abel's Ridge","2","W","no","yes",2,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,34
"Center","Abel's Ridge","2","W","no","yes",4,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,69
"Center","Abel's Ridge","2","W","no","yes",4,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,69
"Center","Abel's Ridge","2","W","no","yes",5,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,86
"Center","Abel's Ridge","2","W","no","yes",6,NA,NA,"","","Abel's Ridge 2",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,7,3.42857142857143,2.36842105263158,16.5789473684211,17.25,104
"Center","Abel's Ridge","3","C","no","no",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.83333333333333,2.36842105263158,14.2105263157895,31,31
"Center","Abel's Ridge","3","C","no","no",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.83333333333333,2.36842105263158,14.2105263157895,31,31
"Center","Abel's Ridge","3","C","no","no",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.83333333333333,2.36842105263158,14.2105263157895,31,31
"Center","Abel's Ridge","3","C","no","no",2,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.83333333333333,2.36842105263158,14.2105263157895,31,62
"Center","Abel's Ridge","3","C","no","no",4,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.83333333333333,2.36842105263158,14.2105263157895,31,124
"Center","Abel's Ridge","3","C","no","no",8,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.83333333333333,2.36842105263158,14.2105263157895,31,248
"Center","Abel's Ridge","3","P","yes","no",2,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,3,2.33333333333333,2.36842105263158,7.10526315789474,3,6
"Center","Abel's Ridge","3","P","yes","no",2,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,3,2.33333333333333,2.36842105263158,7.10526315789474,3,6
"Center","Abel's Ridge","3","P","yes","no",3,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,3,2.33333333333333,2.36842105263158,7.10526315789474,3,9
"Center","Abel's Ridge","3","PW","yes","yes",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.25,2.36842105263158,14.2105263157895,3,3
"Center","Abel's Ridge","3","PW","yes","yes",2,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.25,2.36842105263158,14.2105263157895,3,6
"Center","Abel's Ridge","3","PW","yes","yes",3,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.25,2.36842105263158,14.2105263157895,3,9
"Center","Abel's Ridge","3","PW","yes","yes",3,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,2.25,2.36842105263158,14.2105263157895,3,9
"Center","Abel's Ridge","3","W","no","yes",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,1.83333333333333,2.36842105263158,14.2105263157895,25,25
"Center","Abel's Ridge","3","W","no","yes",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,1.83333333333333,2.36842105263158,14.2105263157895,25,25
"Center","Abel's Ridge","3","W","no","yes",1,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,1.83333333333333,2.36842105263158,14.2105263157895,25,25
"Center","Abel's Ridge","3","W","no","yes",2,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,1.83333333333333,2.36842105263158,14.2105263157895,25,50
"Center","Abel's Ridge","3","W","no","yes",3,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,1.83333333333333,2.36842105263158,14.2105263157895,25,75
"Center","Abel's Ridge","3","W","no","yes",3,NA,NA,"","","Abel's Ridge 3",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,6,1.83333333333333,2.36842105263158,14.2105263157895,25,75
"Center","Abel's Ridge","4","C","no","no",2,NA,NA,"","","Abel's Ridge 4",7.042,7.438,-0.582,5.578,14.923,788.28,185.32,268.74,209.48,92.54,9.80749994516373,9.46000003814698,2.34999998410543,7.78666655222575,19.3249998092652,731.649995803833,207.33999633789,302.589996337891,165.020004272461,45.689998626709,0.5,6.04545454545455,3.11570247933884,2.36842105263158,14.3181818181818,1.18421052631579,9,2.875,2.36842105263158,21.3157894736842,20.25,40
